iter	Logloss
564	0.2963716389
565	0.2962448324
566	0.2961576564
567	0.2960565874
568	0.2960228015
569	0.2959360871
570	0.2958093556
571	0.2956634142
572	0.2955585327
573	0.2954962265
574	0.2954480527
575	0.2952770538
576	0.2951152567
577	0.294931776
578	0.2948090577
579	0.2946777518
580	0.294530142
581	0.294429459
582	0.2943905186
583	0.2941462074
584	0.2939915438
585	0.2936320265
586	0.293502105
587	0.2934325416
588	0.2934084647
589	0.2933206079
590	0.2931803284
591	0.2929708703
592	0.2927433611
593	0.2924678117
594	0.2923186999
595	0.2921287522
596	0.2919315355
597	0.291825125
598	0.2917426466
599	0.291685025
600	0.2915368969
601	0.291455886
602	0.2913425473
603	0.2912958203
604	0.2912215325
605	0.2909221909
606	0.2908218879
607	0.2906850532
608	0.2904228142
609	0.2901224333
610	0.2899531568
611	0.2897790974
612	0.2896478171
613	0.2895134609
614	0.2892754998
615	0.2891576107
616	0.2890678306
617	0.2888344847
618	0.2887183469
619	0.2885911995
620	0.2884646966
621	0.2882001983
622	0.2880022945
623	0.2879314208
624	0.2878004949
625	0.287719229
626	0.2875754926
627	0.2874043118
628	0.2872989639
629	0.2871655662
630	0.2868628435
631	0.2867981744
632	0.2866414615
633	0.286537759
634	0.2863769323
635	0.2860972646
636	0.2859865023
637	0.2857967708
638	0.2856790179
639	0.2855676388
640	0.2855017726
641	0.2851726242
642	0.2849641353
643	0.284804668
644	0.2847105903
645	0.2845653327
646	0.2842525583
647	0.2841383885
648	0.2840330676
649	0.2838612908
650	0.2837120874
651	0.2836033862
652	0.2834270937
653	0.2832997521
654	0.283187307
655	0.2830692592
656	0.2827998219
657	0.2825781281
658	0.2824499987
659	0.2822338248
660	0.2820873507
661	0.2818956195
662	0.2816485487
663	0.2814520053
664	0.2812662488
665	0.2810319038
666	0.2808710365
667	0.2807727137
668	0.2805046072
669	0.2803210823
670	0.2801968468
671	0.2800597968
672	0.2799641515
673	0.2797801
674	0.2797057364
675	0.2796227263
676	0.2795851463
677	0.2794994678
678	0.2793637691
679	0.2792676641
680	0.2791870629
681	0.2790624943
682	0.2789679909
683	0.2788103661
684	0.2786033259
685	0.2784356655
686	0.2782794178
687	0.2781515591
688	0.2780504884
689	0.2779007796
690	0.2777069715
691	0.2774619864
692	0.277167056
693	0.2769619161
694	0.2768678333
695	0.2766571278
696	0.2765151646
697	0.2763511521
698	0.2761487851
699	0.2759211085
700	0.2757826966
701	0.2757157825
702	0.2755790299
703	0.2754466774
704	0.2752984794
705	0.2751483928
706	0.2750742213
707	0.2749367115
708	0.2747699324
709	0.274532756
710	0.2743218353
711	0.2741873129
712	0.27411758
713	0.274051131
714	0.2739139863
715	0.2737848714
716	0.2736245104
717	0.2733735307
718	0.2732902043
719	0.2730980785
720	0.2729420951
721	0.2727984232
722	0.272690277
723	0.2724839506
724	0.2724030696
725	0.2723248978
726	0.2721342997
727	0.272017993
728	0.2718801403
729	0.2717698946
730	0.2716251873
731	0.2713795308
732	0.2713348864
733	0.2711856129
734	0.2709898532
735	0.2708238606
736	0.2706767273
737	0.2705201638
738	0.2704029036
739	0.2702569985
740	0.2701124296
741	0.2699920976
742	0.2698412036
743	0.2697195065
744	0.2694630967
745	0.269340652
746	0.269256174
747	0.2690789678
748	0.2689110144
749	0.2687425884
750	0.2686376264
751	0.2685149316
752	0.2684039711
753	0.2683452375
754	0.2682897563
755	0.2680941773
756	0.2678732257
757	0.2676776583
758	0.2675711009
759	0.2675068439
760	0.2673788158
761	0.2672860148
762	0.2671035449
763	0.2669823903
764	0.2668872489
765	0.2667781843
766	0.2665454835
767	0.2662844479
768	0.2660607835
769	0.2660187221
770	0.2659534008
771	0.2658257772
772	0.2657009155
773	0.2655103926
774	0.2653238878
775	0.2652381305
776	0.264979096
777	0.2648887648
778	0.2647486106
779	0.2644883853
780	0.2644029934
781	0.264286701
782	0.2642159128
783	0.2641153119
784	0.2638807114
785	0.2637688043
786	0.2636004771
787	0.2634053903
788	0.2633174745
789	0.2631452243
790	0.2630673611
791	0.2629795122
792	0.2628868993
793	0.2627502327
794	0.2625716489
795	0.2624637044
796	0.2622380856
797	0.262139712
798	0.2619353536
799	0.2618045055
800	0.2617533
801	0.261681568
802	0.261526688
803	0.261394401
804	0.2612845713
805	0.2611759363
806	0.2610135206
807	0.2609091735
808	0.2608453254
809	0.2606978595
810	0.2604600854
811	0.2602507781
812	0.2601412867
813	0.2600249179
814	0.2599033974
815	0.2598180657
816	0.259684564
817	0.2595005345
818	0.2592669248
819	0.2591876183
820	0.2590276407
821	0.2588571125
822	0.2586677056
823	0.258570198
824	0.2583824391
825	0.2583529256
826	0.2582171014
827	0.258032702
828	0.2578426943
829	0.2577273644
830	0.2575799092
831	0.2575167114
832	0.2573894332
833	0.2572566007
834	0.2571381391
835	0.2570332133
836	0.2568203135
837	0.2567835932
838	0.2566626766
839	0.2565263013
840	0.2564389654
841	0.2562871907
842	0.256137376
843	0.2559714894
844	0.2558513441
845	0.2557312094
846	0.2556229551
847	0.2554967046
848	0.2553739012
849	0.255252418
850	0.2551826088
851	0.2550946107
852	0.2549942402
853	0.2549712701
854	0.2547836754
855	0.2546186397
856	0.2545436215
857	0.2544609781
858	0.2542773927
859	0.2541729272
860	0.2540457857
861	0.2539416432
862	0.2537895229
863	0.2537383347
864	0.2537118148
865	0.2536101154
866	0.2533833487
867	0.2532913691
868	0.2531909045
869	0.2531572857
870	0.253091146
871	0.2529400401
872	0.2528737792
873	0.2527176683
874	0.2526013541
875	0.2525647186
876	0.2525020174
877	0.2523958174
878	0.2523430374
879	0.2522725224
880	0.2521898423
881	0.252029472
882	0.2518760952
883	0.2516987439
884	0.2516155095
885	0.2514324182
886	0.2512874132
887	0.25123328
888	0.2510848828
889	0.2509122277
890	0.2508782636
891	0.2507243165
892	0.2506455369
893	0.2505336398
894	0.2503352461
895	0.2502910384
896	0.2502089756
897	0.2501728505
898	0.2500895467
899	0.2499774876
900	0.2498867034
901	0.2498408695
902	0.2496965184
903	0.2495753745
904	0.2495229762
905	0.2494077519
906	0.2492829007
907	0.2491889323
908	0.2491098417
909	0.2489605198
910	0.2488499894
911	0.2487138087
912	0.2485891161
913	0.2484762688
914	0.2483238812
915	0.2481752212
916	0.248017453
917	0.247887004
918	0.2478151475
919	0.2476338953
920	0.2475397834
921	0.2474461524
922	0.2472797939
923	0.2472019448
924	0.2470374902
925	0.2468748636
926	0.2466973406
927	0.2466713858
928	0.2465217837
929	0.2464375086
930	0.246347757
931	0.2462233856
932	0.2460788999
933	0.2459770937
934	0.2458576842
935	0.2457512774
936	0.245609981
937	0.2454462808
938	0.2453782144
939	0.2452916113
940	0.2452484107
941	0.2451297699
942	0.2450036103
943	0.2448596874
944	0.2447959442
945	0.2447426905
946	0.244683046
947	0.2445532668
948	0.2444897209
949	0.244337047
950	0.2443082985
951	0.2442443374
952	0.2441677616
953	0.2440443194
954	0.2439681
955	0.2438164465
956	0.2436632788
957	0.2435481089
958	0.2434442458
959	0.2432727271
960	0.2431560613
961	0.2430957662
962	0.2430376713
963	0.2429624547
964	0.2428485114
965	0.2428038243
966	0.2427037346
967	0.2425352454
968	0.2424795157
969	0.2424332972
970	0.2423318818
971	0.2422572429
972	0.2421842064
973	0.2420842099
974	0.2419862051
975	0.2419464425
976	0.241848037
977	0.2417293324
978	0.2416565148
979	0.2415366356
980	0.2413248089
981	0.2412322385
982	0.2410903067
983	0.2409609278
984	0.240906063
985	0.2408574443
986	0.2408010042
987	0.2406801063
988	0.2405958445
989	0.2405505769
990	0.240487086
991	0.2403486659
992	0.240239088
993	0.2401325405
994	0.2400047419
995	0.2399806479
996	0.2398738185
997	0.2398055183
998	0.2396851417
999	0.2395350622
